|TrainingName|TotalCost
727|applying data mining techniques using sas enterprise miner |1050
728|customer intelligence fundamentals|1475
729|negotiate and close the sale|725
730|interview skills|719,26999999999998
731|preparation microstrategy crd exam.|1000
732|microstrategy crd certification.|125
733|sas poelm/2008/feb-eminer|1050
734|cognos 8 bi: what''s new in 8.3|1500
735|cognos 8 v3 |0
736|cognos 8 bi: what?s new in 8.3?|1500
737|teradata advanced sql|3343
738|transport & logement training london|208,22
739|mmp1 - no show up hotel|101
740|book. the data warehouse toolkit|48,090000000000003
741|etl architecture in depth (etld)|2615
742|sas advanced certification|238
743|partnersummit08|949
744|particular dutch lessons|1415
745|dutch lessons|472
746|business objects emea partner summit|375
747|using sas® data integration studio|0
748|informatica powercenter 8 level i developer|3400
749|spss directions 2008|1250
750|using the sas data quality solution to cleanse your data|850
751|using the sas data quality solution to cleanse your data|850
752|advanced data modeling training|0
753|informatica powercenter 8 level i developer|3400
754|advanced data modeling training by steve hoberman.info@bi-community.org|1000
755|advanced querying using sas enterprise guide|700
756|advanced querying using sas enterprise guide |501
757|advanced data modeling training|751,495
758|data mdeling made simple.steve hobermanisbn: 0977140008ean: 9780977140008|15,85
759|french coarse|396
760|etl - data integration: informatica powercenter 8 level i developer|2400
761|businessobjects xi 3.0 product launch event|125
762|businessobjects universe design xi r1/r2|700
763|cours privés en néerlandais pour adulte|880
764|ms2791 ssas|1550
765|ms2792 ssis|1550
766|ms2793 ssrs|1550
767|exam 70-445microsoft sql server 2005 bi - implementation and maintenance|250
768|solvay master classes - 6th edition - financial risk management : 8 until 11 april 2008|1500
769|etl architecture in depth|2670,8699999999999
770|etl architecture in depth|2670,8699999999999
771|financial risk management|2000
772|financial risk management|2500
773|financial risk management|50
774|bâle 2 : vue globale de la réforme définitive et dernières avancées |1610
775|financial risk management- voucher available|2375
776|basic and advanced courses in access|0
777|change management (uams)http://www.uams.be/opleidingen/opleidingen_a_z?opleiding=9|2700
778|néerlandais, initiation active pour adulte à bruxellesdu lundi au jeudi de 18:30 à 20:30 |0
779|néerlandais, initiation active à bruxelles pour adulte|0
780|english courses cll|424
781|french 2.2b|50
782|tell me more, software for self study|139
783|tell me more, software for self study|117
784|assertiviteit voor mannen|810
785|business objects|750
786|sas m2008|2969,5
787|selfstudy|0
788|selfstudy|0
789|bi congres khm|125
790|hotel + train|195
791|hotel + transportation teradata london|552
792|datawarehouse lifecycle in depth|3695
793|book:sas certification prep guide: base programming|0
794|ssis - wmi, file polling and security|375
795|businessobjects data integrator xi r2 accelerated: extracting, transforming and loading data|638,75999999999999
796|sas data integration studio|1587
797|sas advanced certification|500
798|kimball university training :etl architecture in depth (etld) seattle 24-27 june 2008|2561
799|business objects user conference europe 2008|2892
800|1ste bi congres aan de khmechelen|125
801|sas programming iii|0
802|sas macro language |1037,5
803|book: sas certification prep guide: advanced programming for sas 9|134,5
804|book for a kis session|34,969999999999999
805|vol seatle|602,82000000000005
806|hotel seatle|656,72199999999998
807|sas base programming for sas(r)9|762
808|dutch : training cancelled but no refund (voucher for a next class)|394
809|dutch class - new one|412
810|sas certification|363
811|expense notes training|79,769999999999996
812|hotel training|1374,6199999999999
813|plane training chicago|642,86000000000001
814|expense note london (lunch-wifi-underground)|100,04000000000001
815|expense note training cognos|51,600000000000001
816|vol athènes|342,94999999999999
817|data warehouse lifecyle in depth|3695
818|cognos forum|2076,8299999999999
819|sas intelligence briefing - enterprise business intelligence|0
820|informatica powercenter 8 level i developer|3600
821|using sas data integration studio to build data marts from enterprise data sources|1843
822|sas certification preperation guide: advanced programming for sas9|107
823|book: woorden in context|32
824|sas fm|500
825|sas certification prep guide: advanced programming for sas 9|86,950000000000003
826|sas programming i|0
827|sas programming ii|0
828|english course|360
829|hotel vegas + parking zaventem|729,54999999999995
830|vol new york|496,77999999999997
831|flights to vegas|1346,53
832|dutch class (voucher still available 40eur)|412
833|initiation au néerlandais les mardis et jeudis de 18h30 à 21h: 35 heures de cours pour 455 euros => voucher used|61
834|partner summit bo emea|240,78999999999999
835|expense training london|41,939999999999998
836|tdwi 2008|1695
837|flights munich|221
838|hotel munich|282
839|sas/base certification|113
840|microstrategy pep|3300
841|preparation to teradata exam|500
842|exam: teradata basics v2r5|329
843|flights berlin|324,10000000000002
844|hotel amsterdam|1209,28
845|sas advanced practice exam. |35
846|in the boardroom bayerhttp://www.vma-be.org/page?&orl=1&ssn=&lng=1&pge=50&acy=480|75
847|sas/base certification (bis)|0
848|appart nyc|304
849|sas programming ii|762
850|expense notes etl architecture in depth|907
851|sas certification|113
852|using sas data integration studio|1587
853|overtuigende presentaties voor ict-ers|840
854|hotel cost athène|597
855|hotel cost training cognos|654
856|parking zaventem training cognos|76
857|expense note microstrat paris|259
858|certified international investment analyst - foudation level|3200
859|certified international investment analyst- final level|3200
860|or2071 - oracle: pl/sql fundamentals|2260
861|data mining conference m2008|2682,8000000000002
862|versneld opleidingstraject 1: programmeren 1 en programmeren 2 |0
863|self-study as preparation for predictive modeling certification|750
864|microsoft office project 2007 step by step (isbn 0-7356-2305-8)|24,800000000000001
865|summer dutch private school|714
866|powercenter 8 / niveau ii développeur|2600
867|informatica powercenter 8 level 2 developer|3600
868|cost hotel paris|560
869|hotel cost paris|420
870|expense note paris|57,700000000000003
871|informatica power center developer|3760
872|data warehouse lifecycle in depth|2627
873|sas forum|400
874|web intelligence xi: report design|0
875|néerlandais - intensif pro vacances pour adulte|380
876|dimensional modelling in depth|3945
877|powercenter 8 - level ii developer|4094
878|(dimensional modeling in depth)|1560
879|dimensional modeling in depth - san diego|1560
880|web intelligence xi |900
881|dimensional modeling in depth - kimball university|2695
882|thalys paris|132
883|cost thalys paris informatica power center|132
884|flight to vegas sas training|749
885|flight to vegas sas conference|807
886|hotel + train training berlin|692
887|financial risk management - zelfstudie|250
888|4 days training at home |1000
889|sas advanced certification|363
890|hotel and train cost training paris|223
891|dutch, cll|1320
892|sap/bo partner event|500
893|sap/bo partner event (hotel)|254,59999999999999
894|mcts self paced training kit (exam 70-431)|51,5
895|sas forum belgium & luxembourg |400
896|datawarehousing: basic concepts and architectures|750
897|datawarehousing: modeling|750
898|datawarehousing: etl in detail|750
899|data warehousing concepts, architectures...|1000
900|internal data warehouse training module 1: basic conceptsmodule 2: architectures|750
901|basic concepts, architectures, modeling|1500
902|basic concepts + architectures|750
903|modeling|750
904|etl in detail |750
905|vols varsovie|198,12
906|dimensional modeling in depth|2570
907|expense note seatle|991,90999999999997
908|basic concepts and architectures|750
909|internal - basic concepts|425
910|orientation banque4 books --> general banking|190
911|internal data warehousing training 4 modules (module 2-3-4)|1550
912|prince2 foundation ''avec certification''|2100
913|modeling|750
914|creating an etl process flow using sas(r) data integration studio|33
915|sas data warehousing|172
916|powercenter 8 quickstart|0
917|architectures & modelling|1500
918|dimensional modeling in depth|2660
919|internal data warehousing training 4 |125
920|internal data warehousing training 4 |250
921|test|251
922|sql|250
923|sql|0
924|bo designer|0
925|sas belux forum 2008|400
926|business objects|1000
927|dwh basic conceptsdwh architecture|750
928|dwh modeling|750
929|dwh etl in detail|0
930|dutch course at cll|473
931|introduction to the teradata database (online web-based)|500
932|sas forum belgium & luxembourg|400
933|sas® risk dimensions: configuration and analysis|2500
934|mce microstrategy certification|750
935|introduction to the teradata database web session|398
936|expense note paris 2|81,450000000000003
937|hotel varsaw|285
938|ibm cognos 8.3 comprehensive technical overview|0
939|oracle bi ee bootcamp|4499,8000000000002
940|sas forum belux 2008|400
941|cognos performance 2008|250
942|sas abm|1420
943|informatica powercenter developer|3760
944|sas programming ihttp://www.sas.com/apps/wtraining2/trainsched.jsp?ctry=be|1462
945|microstrategy- reporting essentials|0
946|practical project management courses (pmi)|2750
947|stokholm flight and hotel|874
948|stokholm flight and hotel|874
949|expense note training amsterdam|78,319999999999993
950|sas forum belux - go intelligently green|400
951|sql server 2005 certificatie|0
952|bo certification bodi|252
953|sas di studio taylor made |1350
954|cognos 8.3 framework manager: designing metadata models (last 2 days)|1750
955|cognos 8.3 report studio: authoring professional reports part ii (advanced)|1750
956|sas forum belgium & luxembourg|400
957|sas di studio taylor made training |1350
958|cost plane san diego|611,36000000000001
959|cost flight san diego|596,36000000000001
960|abc modeling using sas activity based management 6|750
